AG	AG01_S94.bam	0	0	2	0.302
AG	AG02_S231.bam	0	0	2	0.302
AG	AG03_S230.bam	0	0	2	0.302
AG	AG04_S188.bam	0	0	1	0.302
AG	AG05_S241.bam	0	0	2	0.302
AG	AG07_S195.bam	0	0	2	0.302
AG	AG08_S196.bam	0	0	1	0.302
AG	AG09_S166.bam	0	0	2	0.302
AG	AG10_S157.bam	0	0	1	0.302
AG	AG11_S184.bam	0	0	2	0.302
AG	AG12_S237.bam	0	0	1	0.302
AG	AG13_S77.bam	0	0	2	0.302
AG	AG14_S225.bam	0	0	1	0.302
AG	AG15_S186.bam	0	0	2	0.302
AG	AG16_S164.bam	0	0	1	0.302
AG	AG17_S148.bam	0	0	2	0.302
AG	AG18_S47.bam	0	0	1	0.302
AG	AG19_S130.bam	0	0	2	0.302
AG	AG20_S86.bam	0	0	1	0.302
AG	AG21_S45.bam	0	0	2	0.302
AG	AG22_S44.bam	0	0	1	0.302
AG	AG23_S142.bam	0	0	2	0.302
AG	AG24_S172.bam	0	0	1	0.302
AG	AG25_S236.bam	0	0	2	0.302
AG	AG26_S121.bam	0	0	1	0.302
AG	AG27_S34.bam	0	0	1	0.302
AG	AG28_S154.bam	0	0	2	0.302
AG	AG29_S181.bam	0	0	1	0.302
AG	AG30_S5.bam	0	0	2	0.302
AG	AG31_S192.bam	0	0	1	0.302
RA	AG32_S258.bam	0	0	2	0.323
RA	AG33_S261.bam	0	0	2	0.323
RA	AG34_S274.bam	0	0	2	0.323
RA	AG35_S284.bam	0	0	2	0.323
RA	AG36_S266.bam	0	0	2	0.323
RA	AG37_S302.bam	0	0	2	0.323
RA	AG38_S253.bam	0	0	2	0.323
CL	CL02_S171.bam	0	0	2	0.409
CL	CL03_S133.bam	0	0	1	0.409
CL	CL04_S159.bam	0	0	2	0.409
CL	CL05_S150.bam	0	0	2	0.409
CL	CL06_S79.bam	0	0	1	0.409
CL	CL07_S183.bam	0	0	2	0.409
CL	CL08_S134.bam	0	0	2	0.409
CL	CL09_S114.bam	0	0	2	0.409
CL	CL10_S152.bam	0	0	2	0.409
CL	CL11_S93.bam	0	0	1	0.409
CL	CL12_S147.bam	0	0	1	0.409
CL	CL13_S262.bam	0	0	1	0.409
CL	CL14_S280.bam	0	0	2	0.409
CL	CL15_S320.bam	0	0	1	0.409
CL	CL16_S263.bam	0	0	2	0.409
CMR	CM_UN_01_S257.bam	0	0	1	0.648
CMR	CM_UN_02_S276.bam	0	0	2	0.648
CMR	CM_UN_03_S259.bam	0	0	2	0.648
CMR	CMR01_S140.bam	0	0	1	0.648
CMR	CMR02_S30.bam	0	0	1	0.648
CMR	CMR03_S13.bam	0	0	1	0.648
CMR	CMR04_S29.bam	0	0	1	0.648
CMR	CMR05_S226.bam	0	0	1	0.648
CMR	CMR06_S81.bam	0	0	1	0.648
CMR	CMR07_S64.bam	0	0	1	0.648
CMR	CMR08_S53.bam	0	0	1	0.648
CMR	CMR09_S40.bam	0	0	2	0.648
CMR	CMR10_S10.bam	0	0	2	0.648
CMR	CMR11_S68.bam	0	0	2	0.648
CMR	CMR12_S58.bam	0	0	2	0.648
CMR	CMR13_S36.bam	0	0	2	0.648
CMR	CMR14_S97.bam	0	0	2	0.648
CMR	CMR15_S23.bam	0	0	2	0.648
CMR	CMR16_S12.bam	0	0	2	0.648
CMR	CMR17_S66.bam	0	0	2	0.648
CMR	CMR18_S102.bam	0	0	2	0.648
CMR	CMR19_S160.bam	0	0	2	0.648
CMR	CMR20_S37.bam	0	0	2	0.648
CMR	CMR21_S49.bam	0	0	2	0.648
CMR	CMR22_S131.bam	0	0	2	0.648
CMR	CMR23_S25.bam	0	0	2	0.648
CMR	CMR24_S20.bam	0	0	1	0.648
CMR	CMR25_S95.bam	0	0	1	0.648
CMR	CMR26_S78.bam	0	0	1	0.648
CMR	CMR27_S35.bam	0	0	1	0.648
CMR	CMR28_S89.bam	0	0	1	0.648
CMR	CMR29_S27.bam	0	0	1	0.648
CMR	CMR30_S72.bam	0	0	1	0.648
CMY	CMY01_S16.bam	0	0	1	0.449
CMY	CMY02_S129.bam	0	0	1	0.449
CMY	CMY03_S38.bam	0	0	1	0.449
CMY	CMY04_S65.bam	0	0	1	0.449
CMY	CMY05_S55.bam	0	0	1	0.449
CMY	CMY06_S26.bam	0	0	1	0.449
CMY	CMY07_S50.bam	0	0	1	0.449
CMY	CMY08_S227.bam	0	0	1	0.449
CMY	CMY09_S21.bam	0	0	1	0.449
CMY	CMY10_S42.bam	0	0	1	0.449
CMY	CMY11_S24.bam	0	0	1	0.449
CMY	CMY12_S54.bam	0	0	1	0.449
CMY	CMY13_S46.bam	0	0	1	0.449
CMY	CMY14_S32.bam	0	0	1	0.449
CMY	CMY15_S61.bam	0	0	1	0.449
CMY	CMY16_S178.bam	0	0	2	0.449
CMY	CMY17_S132.bam	0	0	2	0.449
CMY	CMY18_S76.bam	0	0	2	0.449
CMY	CMY19_S100.bam	0	0	2	0.449
CMY	CMY20_S90.bam	0	0	2	0.449
CMY	CMY21_S41.bam	0	0	2	0.449
CMY	CMY22_S138.bam	0	0	2	0.449
CMY	CMY23_S144.bam	0	0	2	0.449
CMY	CMY24_S73.bam	0	0	2	0.449
CMY	CMY25_S56.bam	0	0	2	0.449
CMY	CMY26_S9.bam	0	0	2	0.449
CMY	CMY27_S52.bam	0	0	2	0.449
CMY	CMY28_S51.bam	0	0	1	0.449
CMY	CMY29_S57.bam	0	0	1	0.449
CMY	CMY30_S22.bam	0	0	1	0.449
DBI	DB_UN_01_S268.bam	0	0	2	0.41
DBI	DB_UN_02_S255.bam	0	0	2	0.41
DBI	DB_UN_03_S301.bam	0	0	1	0.41
DBI	DB_UN_04_S283.bam	0	0	2	0.41
DBI	DB_UN_05_S267.bam	0	0	1	0.41
DBI	DB_UN_06_S270.bam	0	0	1	0.41
