SK	AG01_S94.r.bam	0	0	2	0.283
SK	AG02_S231.r.bam	0	0	2	0.283
SK	AG03_S230.r.bam	0	0	2	0.283
SK	AG04_S188.r.bam	0	0	1	0.283
SK	AG05_S241.r.bam	0	0	2	0.283
SK	AG07_S195.r.bam	0	0	2	0.283
SK	AG08_S196.r.bam	0	0	1	0.283
SK	AG09_S166.r.bam	0	0	2	0.283
SK	AG10_S157.r.bam	0	0	1	0.283
SK	AG11_S184.r.bam	0	0	2	0.283
SK	AG12_S237.r.bam	0	0	1	0.283
SK	AG13_S77.r.bam	0	0	2	0.283
SK	AG14_S225.r.bam	0	0	1	0.283
SK	AG15_S186.r.bam	0	0	2	0.283
SK	AG16_S164.r.bam	0	0	1	0.283
SK	AG17_S148.r.bam	0	0	2	0.283
SK	AG18_S47.r.bam	0	0	1	0.283
SK	AG19_S130.r.bam	0	0	2	0.283
SK	AG20_S86.r.bam	0	0	1	0.283
SK	AG21_S45.r.bam	0	0	2	0.283
SK	AG22_S44.r.bam	0	0	1	0.283
SK	AG23_S142.r.bam	0	0	2	0.283
SK	AG24_S172.r.bam	0	0	1	0.283
SK	AG25_S236.r.bam	0	0	2	0.283
SK	AG26_S121.r.bam	0	0	1	0.283
SK	AG27_S34.r.bam	0	0	1	0.283
SK	AG28_S154.r.bam	0	0	2	0.283
SK	AG29_S181.r.bam	0	0	1	0.283
SK	AG30_S5.r.bam	0	0	2	0.283
SK	AG31_S192.r.bam	0	0	1	0.283
RA	AG32_S258.r.bam	0	0	2	0.265
RA	AG33_S261.r.bam	0	0	2	0.265
RA	AG34_S274.r.bam	0	0	2	0.265
RA	AG35_S284.r.bam	0	0	2	0.265
RA	AG36_S266.r.bam	0	0	2	0.265
RA	AG37_S302.r.bam	0	0	2	0.265
RA	AG38_S253.r.bam	0	0	2	0.265
CL	CL02_S171.r.bam	0	0	2	0.06
CL	CL03_S133.r.bam	0	0	1	0.06
CL	CL04_S159.r.bam	0	0	2	0.06
CL	CL05_S150.r.bam	0	0	2	0.06
CL	CL06_S79.r.bam	0	0	1	0.06
CL	CL07_S183.r.bam	0	0	2	0.06
CL	CL08_S134.r.bam	0	0	2	0.06
CL	CL09_S114.r.bam	0	0	2	0.06
CL	CL10_S152.r.bam	0	0	2	0.06
CL	CL11_S93.r.bam	0	0	1	0.06
CL	CL12_S147.r.bam	0	0	1	0.06
CL	CL13_S262.r.bam	0	0	1	0.06
CL	CL14_S280.r.bam	0	0	2	0.06
CL	CL15_S320.r.bam	0	0	1	0.06
CL	CL16_S263.r.bam	0	0	2	0.06
CMR	CMR01_S140.r.bam	0	0	1	0.061
CMR	CMR02_S30.r.bam	0	0	1	0.061
CMR	CMR03_S13.r.bam	0	0	1	0.061
CMR	CMR04_S29.r.bam	0	0	1	0.061
CMR	CMR05_S226.r.bam	0	0	1	0.061
CMR	CMR06_S81.r.bam	0	0	1	0.061
CMR	CMR07_S64.r.bam	0	0	1	0.061
CMR	CMR08_S53.r.bam	0	0	1	0.061
CMR	CMR09_S40.r.bam	0	0	2	0.061
CMR	CMR10_S10.r.bam	0	0	2	0.061
CMR	CMR11_S68.r.bam	0	0	2	0.061
CMR	CMR12_S58.r.bam	0	0	2	0.061
CMR	CMR13_S36.r.bam	0	0	2	0.061
CMR	CMR14_S97.r.bam	0	0	2	0.061
CMR	CMR15_S23.r.bam	0	0	2	0.061
CMR	CMR16_S12.r.bam	0	0	2	0.061
CMR	CMR17_S66.r.bam	0	0	2	0.061
CMR	CMR18_S102.r.bam	0	0	2	0.061
CMR	CMR19_S160.r.bam	0	0	2	0.061
CMR	CMR20_S37.r.bam	0	0	2	0.061
CMR	CMR21_S49.r.bam	0	0	2	0.061
CMR	CMR22_S131.r.bam	0	0	2	0.061
CMR	CMR23_S25.r.bam	0	0	2	0.061
CMR	CMR24_S20.r.bam	0	0	1	0.061
CMR	CMR25_S95.r.bam	0	0	1	0.061
CMR	CMR26_S78.r.bam	0	0	1	0.061
CMR	CMR27_S35.r.bam	0	0	1	0.061
CMR	CMR28_S89.r.bam	0	0	1	0.061
CMR	CMR29_S27.r.bam	0	0	1	0.061
CMR	CMR30_S72.r.bam	0	0	1	0.061
CMR	CM_UN_01_S257.r.bam	0	0	1	0.061
CMR	CM_UN_02_S276.r.bam	0	0	2	0.061
CMR	CM_UN_03_S259.r.bam	0	0	2	0.061
CMY	CMY01_S16.r.bam	0	0	1	0.154
CMY	CMY02_S129.r.bam	0	0	1	0.154
CMY	CMY03_S38.r.bam	0	0	1	0.154
CMY	CMY04_S65.r.bam	0	0	1	0.154
CMY	CMY05_S55.r.bam	0	0	1	0.154
CMY	CMY06_S26.r.bam	0	0	1	0.154
CMY	CMY07_S50.r.bam	0	0	1	0.154
