SC01	0.3167840872973832
SC02	0.2538076392636565
SC03	0.20053273558266135
SC05	0.28616774248524746
SC06	0.16464716172623536
SC07	0.16204947177244008
SC08	0.11480451883835098
SC09	0.14146148022639604
SC10	0.13314132834315287
SC11	0.1156257097433568
SC12	0.2865040556031168
SC13	0.09818403412553321
SC14	0.14873907168324568
SC15	0.1895338846525615
SC16	0.04842282941238527
SC20	0.32302246196637024
SC21	0.06884548895014718
SC22	0.23546269485542026
SC23	0.23400538975945703
SC24	0.33138186143424747
SC25	0.2624071510835455
SC26	0.4383979929522253
TB01	0.14366718740959325
TB02	0.13455229430033683
TB04	0.0631326915442636
TB05	0.0521634015267978
TB06	0.11273935400267443
TB07	0.014090410138708712
TB09	0.03642235579079573
TB10	0.0021141649048625794
TB11	0.11813505121193864
TB12	0.00817060021564634
TB13	0.057377397211803835
TB14	0.19411852071884747
TB15	0.005732986723609693
TB16	0.04448784256497199
TB17	0.017799395293808334
TB18	0.049079891778279636
TB19	0.023103879849812266
TB20	0.012547207314649176
TB21	0.052906353423763576
TB22	0.05779369563766601
TB23	0.14824112957215022
TB24	0.07246927448130039
TB25	0.031819954575695704
TB26	0.07966451678690697
TB27	0.15054676024155378
TB28	0.035091244772107864
TB29	0.2322812322812323
TB30	0.14611682132800688
TB31	0.0664184250448214
TB32	0.03728473089831214
TB33	0.032386965736488874
TB34	0.06216107202079505
TB35	0.03174806375216028
TB36	0.0332088859553227
