pop	bam	mom	dad	sex	class1	B1	S1U	S1V	S1B	S1G	S1Y	S1R	indv	trash
DBR	DBR17_S340.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR17	S340.r.bam
DBR	DBR18_S331.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR18	S331.r.bam
DBR	DBR19_S341.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR19	S341.r.bam
DBR	DBR20_S330.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR20	S330.r.bam
DBR	DBR21_S211.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR21	S211.r.bam
DBR	DBR22_S213.r.bam	0	0	2	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR22	S213.r.bam
DBR	DBR23_S218.r.bam	0	0	2	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR23	S218.r.bam
DBR	DBR24_S293.r.bam	0	0	2	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR24	S293.r.bam
DBR	DBR25_S334.r.bam	0	0	2	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR25	S334.r.bam
DBR	DBR26_S343.r.bam	0	0	2	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR26	S343.r.bam
DBR	DBR27_S202.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR27	S202.r.bam
DBR	DBR28_S321.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR28	S321.r.bam
DBR	DBR29_S315.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR29	S315.r.bam
DBR	DBR30_S289.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR30	S289.r.bam
DBR	DBR31_S209.r.bam	0	0	1	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR31	S209.r.bam
DBR	DBR32_S207.r.bam	0	0	2	-9	1202.397	0.092	0.106	0.124	0.275	0.331	0.518	DBR32	S207.r.bam
HP	HP01_S233.r.bam	0	0	1	2	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP01	S233.r.bam
HP	HP02_S158.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP02	S158.r.bam
HP	HP03_S7.r.bam	0	0	2	3	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP03	S7.r.bam
HP	HP04_S43.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP04	S43.r.bam
HP	HP05_S167.r.bam	0	0	1	1	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP05	S167.r.bam
HP	HP06_S4.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP06	S4.r.bam
HP	HP07_S153.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP07	S153.r.bam
HP	HP08_S117.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP08	S117.r.bam
HP	HP09_S128.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP09	S128.r.bam
HP	HP10_S60.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP10	S60.r.bam
HP	HP11_S232.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP11	S232.r.bam
HP	HP12_S82.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP12	S82.r.bam
HP	HP13_S162.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP13	S162.r.bam
HP	HP14_S119.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP14	S119.r.bam
HP	HP15_S125.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP15	S125.r.bam
HP	HP16_S87.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP16	S87.r.bam
HP	HP17_S123.r.bam	0	0	2	2	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP17	S123.r.bam
HP	HP18_S118.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP18	S118.r.bam
HP	HP19_S112.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP19	S112.r.bam
HP	HP20_S124.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP20	S124.r.bam
HP	HP21_S70.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP21	S70.r.bam
HP	HP22_S115.r.bam	0	0	2	1	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP22	S115.r.bam
HP	HP23_S88.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP23	S88.r.bam
HP	HP24_S229.r.bam	0	0	1	1	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP24	S229.r.bam
HP	HP25_S246.r.bam	0	0	2	3	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP25	S246.r.bam
HP	HP26_S245.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP26	S245.r.bam
HP	HP27_S174.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP27	S174.r.bam
HP	HP28_S111.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP28	S111.r.bam
HP	HP29_S67.r.bam	0	0	1	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP29	S67.r.bam
HP	HP30_S99.r.bam	0	0	2	0	5639.599	0.019	0.021	0.012	0.208	0.335	0.767	HP30	S99.r.bam
PO	PP01_S228.r.bam	0	0	2	5	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP01	S228.r.bam
PO	PP02_S120.r.bam	0	0	1	2	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP02	S120.r.bam
PO	PP03_S127.r.bam	0	0	2	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP03	S127.r.bam
PO	PP04_S108.r.bam	0	0	1	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP04	S108.r.bam
PO	PP05_S113.r.bam	0	0	2	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP05	S113.r.bam
PO	PP06_S169.r.bam	0	0	2	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP06	S169.r.bam
PO	PP07_S74.r.bam	0	0	1	1	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP07	S74.r.bam
PO	PP08_S39.r.bam	0	0	2	0	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP08	S39.r.bam
PO	PP09_S80.r.bam	0	0	1	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP09	S80.r.bam
PO	PP10_S135.r.bam	0	0	2	2	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP10	S135.r.bam
PO	PP11_S141.r.bam	0	0	1	5	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP11	S141.r.bam
PO	PP12_S240.r.bam	0	0	2	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP12	S240.r.bam
PO	PP13_S48.r.bam	0	0	1	1	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP13	S48.r.bam
PO	PP14_S109.r.bam	0	0	2	5	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP14	S109.r.bam
PO	PP15_S182.r.bam	0	0	1	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP15	S182.r.bam
PO	PP16_S165.r.bam	0	0	2	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP16	S165.r.bam
PO	PP17_S137.r.bam	0	0	1	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP17	S137.r.bam
PO	PP18_S136.r.bam	0	0	2	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP18	S136.r.bam
PO	PP19_S75.r.bam	0	0	1	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP19	S75.r.bam
PO	PP20_S249.r.bam	0	0	2	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP20	S249.r.bam
PO	PP21_S14.r.bam	0	0	1	0	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP21	S14.r.bam
PO	PP22_S146.r.bam	0	0	2	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP22	S146.r.bam
PO	PP23_S307.r.bam	0	0	1	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP23	S307.r.bam
PO	PP24_S110.r.bam	0	0	2	5	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP24	S110.r.bam
PO	PP25_S83.r.bam	0	0	2	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP25	S83.r.bam
PO	PP26_S105.r.bam	0	0	2	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP26	S105.r.bam
PO	PP27_S156.r.bam	0	0	2	3	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP27	S156.r.bam
PO	PP28_S107.r.bam	0	0	2	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP28	S107.r.bam
PO	PP29_S189.r.bam	0	0	1	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP29	S189.r.bam
PO	PP30_S252.r.bam	0	0	1	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP30	S252.r.bam
PO	PP31_S221.r.bam	0	0	1	2	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP31	S221.r.bam
PO	PP32_S271.r.bam	0	0	0	4	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP32	S271.r.bam
PO	PP33_S277.r.bam	0	0	0	-9	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP33	S277.r.bam
PO	PP37_S2.r.bam	0	0	2	-9	1953.514	0.116	0.126	0.081	0.482	0.359	0.328	PP37	S2.r.bam
PD	PP34_S265.r.bam	0	0	2	-9	998.651	0.122	0.135	0.113	0.4	0.335	0.372	PP34	S265.r.bam
PD	PP35_S269.r.bam	0	0	2	0	998.651	0.122	0.135	0.113	0.4	0.335	0.372	PP35	S269.r.bam
PD	PP36_S254.r.bam	0	0	1	0	998.651	0.122	0.135	0.113	0.4	0.335	0.372	PP36	S254.r.bam
SC	SC01_S163.r.bam	0	0	1	5	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC01	S163.r.bam
SC	SC02_S168.r.bam	0	0	1	4	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC02	S168.r.bam
SC	SC03_S180.r.bam	0	0	1	4	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC03	S180.r.bam
SC	SC04_S149.r.bam	0	0	1	-9	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC04	S149.r.bam
SC	SC05_S170.r.bam	0	0	0	4	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC05	S170.r.bam
SC	SC06_S126.r.bam	0	0	2	0	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC06	S126.r.bam
SC	SC07_S101.r.bam	0	0	1	3	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC07	S101.r.bam
SC	SC08_S98.r.bam	0	0	2	4	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC08	S98.r.bam
SC	SC09_S161.r.bam	0	0	2	2	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC09	S161.r.bam
SC	SC10_S122.r.bam	0	0	1	1	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC10	S122.r.bam
SC	SC11_S145.r.bam	0	0	1	0	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC11	S145.r.bam
SC	SC12_S84.r.bam	0	0	1	5	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC12	S84.r.bam
SC	SC13_S187.r.bam	0	0	2	4	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC13	S187.r.bam
SC	SC14_S116.r.bam	0	0	2	4	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC14	S116.r.bam
SC	SC15_S250.r.bam	0	0	2	3	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC15	S250.r.bam
SC	SC16_S3.r.bam	0	0	2	3	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC16	S3.r.bam
SC	SC17_S1.r.bam	0	0	2	-9	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC17	S1.r.bam
SC	SC18_S17.r.bam	0	0	0	3	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC18	S17.r.bam
SC	SC19_S106.r.bam	0	0	0	-9	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC19	S106.r.bam
SC	SC20_S31.r.bam	0	0	0	3	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC20	S31.r.bam
SC	SC21_S8.r.bam	0	0	0	2	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC21	S8.r.bam
SC	SC22_S19.r.bam	0	0	0	2	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC22	S19.r.bam
SC	SC23_S11.r.bam	0	0	0	3	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC23	S11.r.bam
SC	SC24_S6.r.bam	0	0	0	2	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC24	S6.r.bam
SC	SC25_S28.r.bam	0	0	0	2	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC25	S28.r.bam
SC	SC26_S278.r.bam	0	0	0	4	3385.969	0.052	0.059	0.052	0.276	0.38	0.627	SC26	S278.r.bam
TB	TB01_S143.r.bam	0	0	1	2	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB01	S143.r.bam
TB	TB02_S176.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB02	S176.r.bam
TB	TB04_S69.r.bam	0	0	1	1	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB04	S69.r.bam
TB	TB05_S92.r.bam	0	0	1	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB05	S92.r.bam
TB	TB06_S175.r.bam	0	0	1	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB06	S175.r.bam
TB	TB07_S248.r.bam	0	0	2	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB07	S248.r.bam
TB	TB08_S234.r.bam	0	0	1	-9	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB08	S234.r.bam
TB	TB09_S251.r.bam	0	0	2	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB09	S251.r.bam
TB	TB10_S151.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB10	S151.r.bam
TB	TB11_S179.r.bam	0	0	2	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB11	S179.r.bam
TB	TB12_S194.r.bam	0	0	1	1	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB12	S194.r.bam
TB	TB13_S244.r.bam	0	0	2	1	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB13	S244.r.bam
TB	TB14_S173.r.bam	0	0	1	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB14	S173.r.bam
TB	TB15_S85.r.bam	0	0	2	1	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB15	S85.r.bam
TB	TB16_S103.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB16	S103.r.bam
TB	TB17_S185.r.bam	0	0	2	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB17	S185.r.bam
TB	TB18_S247.r.bam	0	0	1	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB18	S247.r.bam
TB	TB19_S191.r.bam	0	0	2	4	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB19	S191.r.bam
TB	TB20_S18.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB20	S18.r.bam
TB	TB21_S155.r.bam	0	0	2	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB21	S155.r.bam
TB	TB22_S177.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB22	S177.r.bam
TB	TB23_S96.r.bam	0	0	2	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB23	S96.r.bam
TB	TB24_S91.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB24	S91.r.bam
TB	TB25_S139.r.bam	0	0	2	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB25	S139.r.bam
TB	TB26_S193.r.bam	0	0	2	1	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB26	S193.r.bam
TB	TB27_S190.r.bam	0	0	1	2	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB27	S190.r.bam
TB	TB28_S104.r.bam	0	0	2	2	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB28	S104.r.bam
TB	TB29_S71.r.bam	0	0	1	3	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB29	S71.r.bam
TB	TB30_S15.r.bam	0	0	2	2	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB30	S15.r.bam
TB	TB31_S59.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB31	S59.r.bam
TB	TB32_S310.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB32	S310.r.bam
TB	TB33_S273.r.bam	0	0	2	1	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB33	S273.r.bam
TB	TB34_S197.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB34	S197.r.bam
TB	TB35_S238.r.bam	0	0	1	1	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB35	S238.r.bam
TB	TB36_S344.r.bam	0	0	1	0	4598.484	0.025	0.027	0.016	0.192	0.32	0.773	TB36	S344.r.bam
